#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/645_kp/scafold_medusa/kp_645.hib.medusa.fasta,Scaffold_1,5692126,5693001,+,blaCTX-M-15,1-876/876,===============,0/0,100.00,100.00,ncbi,NG_048935.1,class A extended-spectrum beta-lactamase CTX-M-15,CEPHALOSPORIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.hib.medusa.fasta,Scaffold_1,5698155,5699015,-,aac(3)-IIe,1-861/861,===============,0/0,100.00,99.77,ncbi,NG_047244.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,GENTAMICIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.hib.medusa.fasta,Scaffold_1,5700458,5701288,-,blaOXA-1,1-831/831,===============,0/0,100.00,100.00,ncbi,NG_049392.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,CEPHALOSPORIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.hib.medusa.fasta,Scaffold_1,5701419,5701973,-,aac(6')-Ib-D181Y,1-555/555,===============,0/0,100.00,99.82,ncbi,NG_067946.1,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMIKACIN;KANAMYCIN;TOBRAMYCIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.hib.medusa.fasta,Scaffold_1,5707449,5708288,-,sul1,1-840/840,===============,0/0,100.00,100.00,ncbi,NG_048082.1,sulfonamide-resistant dihydropteroate synthase Sul1,SULFONAMIDE
../assemble_fasta/645_kp/scafold_medusa/kp_645.hib.medusa.fasta,Scaffold_1,5708793,5709584,-,aadA2,1-792/792,===============,0/0,100.00,100.00,ncbi,NG_047343.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,STREPTOMYCIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.hib.medusa.fasta,Scaffold_1,5709992,5710489,-,dfrA12,1-498/498,===============,0/0,100.00,100.00,ncbi,NG_047689.1,trimethoprim-resistant dihydrofolate reductase DfrA12,TRIMETHOPRIM
../assemble_fasta/645_kp/scafold_medusa/kp_645.hib.medusa.fasta,Scaffold_2,18589,19510,+,mph(A),1-921/921,========/======,1/1,100.00,99.67,ncbi,NG_047986.1,Mph(A) family macrolide 2'-phosphotransferase,MACROLIDE
../assemble_fasta/645_kp/scafold_medusa/kp_645.hib.medusa.fasta,Scaffold_2,26620,27477,+,blaLAP-2,1-858/858,===============,0/0,100.00,100.00,ncbi,NG_049264.1,class A beta-lactamase LAP-2,BETA-LACTAM
../assemble_fasta/645_kp/scafold_medusa/kp_645.hib.medusa.fasta,Scaffold_2,29074,29730,+,qnrS1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050543.1,quinolone resistance pentapeptide repeat protein QnrS1,QUINOLONE
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,19178,19675,+,dfrA12,1-498/498,===============,0/0,100.00,100.00,ncbi,NG_047689.1,trimethoprim-resistant dihydrofolate reductase DfrA12,TRIMETHOPRIM
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,20083,20874,+,aadA2,1-792/792,===============,0/0,100.00,100.00,ncbi,NG_047343.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,STREPTOMYCIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,21379,22218,+,sul1,1-840/840,===============,0/0,100.00,100.00,ncbi,NG_048082.1,sulfonamide-resistant dihydropteroate synthase Sul1,SULFONAMIDE
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,27694,28248,+,aac(6')-Ib-D181Y,1-555/555,===============,0/0,100.00,99.82,ncbi,NG_067946.1,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMIKACIN;KANAMYCIN;TOBRAMYCIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,28379,29209,+,blaOXA-1,1-831/831,===============,0/0,100.00,100.00,ncbi,NG_049392.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,CEPHALOSPORIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,30652,31512,+,aac(3)-IIe,1-861/861,===============,0/0,100.00,99.77,ncbi,NG_047244.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,GENTAMICIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,36666,37541,-,blaCTX-M-15,1-876/876,===============,0/0,100.00,100.00,ncbi,NG_048935.1,class A extended-spectrum beta-lactamase CTX-M-15,CEPHALOSPORIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,876821,877240,+,fosA6,1-420/420,===============,0/0,100.00,98.81,ncbi,NG_051497.1,fosfomycin resistance glutathione transferase FosA6,FOSFOMYCIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,2731633,2732493,-,blaSHV-158,1-861/861,===============,0/0,100.00,99.88,ncbi,NG_050033.1,class A beta-lactamase SHV-158,BETA-LACTAM
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,4277768,4278943,+,oqxA,1-1176/1176,===============,0/0,100.00,100.00,ncbi,NG_048024.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,PHENICOL;QUINOLONE
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,4278967,4282119,+,oqxB,1-3153/3153,===============,0/0,100.00,100.00,ncbi,NG_048025.1,multidrug efflux RND transporter permease subunit OqxB,PHENICOL;QUINOLONE
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,5668723,5669535,+,blaNDM-1,1-813/813,===============,0/0,100.00,100.00,ncbi,NG_049326.1,subclass B1 metallo-beta-lactamase NDM-1,CARBAPENEM
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,5669539,5669904,+,ble-MBL,1-366/366,===============,0/0,100.00,100.00,ncbi,NG_047559.1,bleomycin binding protein Ble-MBL,BLEOMYCIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,5673049,5673888,-,sul1,1-840/840,===============,0/0,100.00,100.00,ncbi,NG_048082.1,sulfonamide-resistant dihydropteroate synthase Sul1,SULFONAMIDE
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,5674393,5675184,-,aadA2,1-792/792,===============,0/0,100.00,100.00,ncbi,NG_047343.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,STREPTOMYCIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,5675592,5676089,-,dfrA12,1-498/498,===============,0/0,100.00,100.00,ncbi,NG_047689.1,trimethoprim-resistant dihydrofolate reductase DfrA12,TRIMETHOPRIM
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_1,5759885,5760700,+,sul2,1-816/816,===============,0/0,100.00,100.00,ncbi,NG_051852.1,sulfonamide-resistant dihydropteroate synthase Sul2,SULFONAMIDE
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_2,56961,57882,+,mph(A),1-921/921,========/======,1/1,100.00,99.67,ncbi,NG_047986.1,Mph(A) family macrolide 2'-phosphotransferase,MACROLIDE
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_2,64992,65849,+,blaLAP-2,1-858/858,===============,0/0,100.00,100.00,ncbi,NG_049264.1,class A beta-lactamase LAP-2,BETA-LACTAM
../assemble_fasta/645_kp/scafold_medusa/kp_645.long.medusa.fasta,Scaffold_2,67446,68102,+,qnrS1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050543.1,quinolone resistance pentapeptide repeat protein QnrS1,QUINOLONE
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_1,1853466,1854326,-,blaSHV-158,1-861/861,===============,0/0,100.00,99.88,ncbi,NG_050033.1,class A beta-lactamase SHV-158,BETA-LACTAM
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_1,3616082,3617257,+,oqxA,1-1176/1176,===============,0/0,100.00,100.00,ncbi,NG_048024.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,PHENICOL;QUINOLONE
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_1,3617281,3620433,+,oqxB,1-3153/3153,===============,0/0,100.00,100.00,ncbi,NG_048025.1,multidrug efflux RND transporter permease subunit OqxB,PHENICOL;QUINOLONE
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_1,4588743,4589555,+,blaNDM-1,1-813/813,===============,0/0,100.00,100.00,ncbi,NG_049326.1,subclass B1 metallo-beta-lactamase NDM-1,CARBAPENEM
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_1,4589559,4589924,+,ble-MBL,1-366/366,===============,0/0,100.00,100.00,ncbi,NG_047559.1,bleomycin binding protein Ble-MBL,BLEOMYCIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_1,4593069,4593908,-,sul1,1-840/840,===============,0/0,100.00,100.00,ncbi,NG_048082.1,sulfonamide-resistant dihydropteroate synthase Sul1,SULFONAMIDE
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_1,4594413,4595204,-,aadA2,1-792/792,===============,0/0,100.00,100.00,ncbi,NG_047343.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,STREPTOMYCIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_1,4595612,4596109,-,dfrA12,1-498/498,===============,0/0,100.00,100.00,ncbi,NG_047689.1,trimethoprim-resistant dihydrofolate reductase DfrA12,TRIMETHOPRIM
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_1,4679906,4680721,+,sul2,1-816/816,===============,0/0,100.00,100.00,ncbi,NG_051852.1,sulfonamide-resistant dihydropteroate synthase Sul2,SULFONAMIDE
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_1,5550381,5550800,+,fosA6,1-420/420,===============,0/0,100.00,98.81,ncbi,NG_051497.1,fosfomycin resistance glutathione transferase FosA6,FOSFOMYCIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_16,3597,4518,-,mph(A),1-921/921,========/======,1/1,100.00,99.67,ncbi,NG_047986.1,Mph(A) family macrolide 2'-phosphotransferase,MACROLIDE
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_23,254,1129,+,blaCTX-M-15,1-876/876,===============,0/0,100.00,100.00,ncbi,NG_048935.1,class A extended-spectrum beta-lactamase CTX-M-15,CEPHALOSPORIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_25,578,1408,-,blaOXA-1,1-831/831,===============,0/0,100.00,100.00,ncbi,NG_049392.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,CEPHALOSPORIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_25,1539,2093,-,aac(6')-Ib-D181Y,1-555/555,===============,0/0,100.00,99.82,ncbi,NG_067946.1,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMIKACIN;KANAMYCIN;TOBRAMYCIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_27,1693,2553,-,aac(3)-IIe,1-861/861,===============,0/0,100.00,99.77,ncbi,NG_047244.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,GENTAMICIN
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_31,2690,3547,+,blaLAP-2,1-858/858,===============,0/0,100.00,100.00,ncbi,NG_049264.1,class A beta-lactamase LAP-2,BETA-LACTAM
../assemble_fasta/645_kp/scafold_medusa/kp_645.short.medusa.fasta,Scaffold_31,5144,5800,+,qnrS1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050543.1,quinolone resistance pentapeptide repeat protein QnrS1,QUINOLONE
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,36443,37258,-,sul2,1-816/816,===============,0/0,100.00,100.00,ncbi,NG_051852.1,sulfonamide-resistant dihydropteroate synthase Sul2,SULFONAMIDE
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,121055,121552,+,dfrA12,1-498/498,===============,0/0,100.00,100.00,ncbi,NG_047689.1,trimethoprim-resistant dihydrofolate reductase DfrA12,TRIMETHOPRIM
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,121960,122751,+,aadA2,1-792/792,===============,0/0,100.00,100.00,ncbi,NG_047343.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,STREPTOMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,123256,124095,+,sul1,1-840/840,===============,0/0,100.00,100.00,ncbi,NG_048082.1,sulfonamide-resistant dihydropteroate synthase Sul1,SULFONAMIDE
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,127240,127605,-,ble-MBL,1-366/366,===============,0/0,100.00,100.00,ncbi,NG_047559.1,bleomycin binding protein Ble-MBL,BLEOMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,127609,128421,-,blaNDM-1,1-813/813,===============,0/0,100.00,100.00,ncbi,NG_049326.1,subclass B1 metallo-beta-lactamase NDM-1,CARBAPENEM
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,838883,839302,-,fosA6,1-420/420,===============,0/0,100.00,98.81,ncbi,NG_051497.1,fosfomycin resistance glutathione transferase FosA6,FOSFOMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,2747606,2750758,-,oqxB,1-3153/3153,===============,0/0,100.00,100.00,ncbi,NG_048025.1,multidrug efflux RND transporter permease subunit OqxB,PHENICOL;QUINOLONE
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,2750782,2751957,-,oqxA,1-1176/1176,===============,0/0,100.00,100.00,ncbi,NG_048024.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,PHENICOL;QUINOLONE
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,4297232,4298092,+,blaSHV-158,1-861/861,===============,0/0,100.00,99.88,ncbi,NG_050033.1,class A beta-lactamase SHV-158,BETA-LACTAM
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,5692126,5693001,+,blaCTX-M-15,1-876/876,===============,0/0,100.00,100.00,ncbi,NG_048935.1,class A extended-spectrum beta-lactamase CTX-M-15,CEPHALOSPORIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,5698155,5699015,-,aac(3)-IIe,1-861/861,===============,0/0,100.00,99.77,ncbi,NG_047244.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,GENTAMICIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,5700458,5701288,-,blaOXA-1,1-831/831,===============,0/0,100.00,100.00,ncbi,NG_049392.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,CEPHALOSPORIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,5701419,5701973,-,aac(6')-Ib-D181Y,1-555/555,===============,0/0,100.00,99.82,ncbi,NG_067946.1,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,AMIKACIN;KANAMYCIN;TOBRAMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,5707449,5708288,-,sul1,1-840/840,===============,0/0,100.00,100.00,ncbi,NG_048082.1,sulfonamide-resistant dihydropteroate synthase Sul1,SULFONAMIDE
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,5708793,5709584,-,aadA2,1-792/792,===============,0/0,100.00,100.00,ncbi,NG_047343.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,STREPTOMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_1,5709992,5710489,-,dfrA12,1-498/498,===============,0/0,100.00,100.00,ncbi,NG_047689.1,trimethoprim-resistant dihydrofolate reductase DfrA12,TRIMETHOPRIM
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_2,18589,19510,+,mph(A),1-921/921,========/======,1/1,100.00,99.67,ncbi,NG_047986.1,Mph(A) family macrolide 2'-phosphotransferase,MACROLIDE
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_2,26620,27477,+,blaLAP-2,1-858/858,===============,0/0,100.00,100.00,ncbi,NG_049264.1,class A beta-lactamase LAP-2,BETA-LACTAM
../assemble_fasta/646_kp/scafold_medusa/kp_646.hib.medusa.fasta,Scaffold_2,29074,29730,+,qnrS1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050543.1,quinolone resistance pentapeptide repeat protein QnrS1,QUINOLONE
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,1420009,1423161,-,oqxB26,1-3153/3153,===============,0/0,100.00,99.59,ncbi,NG_050445.1,multidrug efflux RND transporter permease subunit OqxB26,PHENICOL;QUINOLONE
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,1423185,1424360,-,oqxA6,1-1176/1176,===============,0/0,100.00,99.66,ncbi,NG_050424.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA6,PHENICOL;QUINOLONE
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,2841730,2842590,+,blaSHV-11,1-861/861,===============,0/0,100.00,99.88,ncbi,NG_050000.1,class A broad-spectrum beta-lactamase SHV-11,BETA-LACTAM
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,4732215,4732626,-,fosA_gen,1-412/420,===============,0/0,98.10,100.00,ncbi,NG_047884.1,FosA family fosfomycin resistance glutathione transferase,FOSFOMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,5198281,5199156,+,blaCTX-M-15,1-876/876,===============,0/0,100.00,100.00,ncbi,NG_048935.1,class A extended-spectrum beta-lactamase CTX-M-15,CEPHALOSPORIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,5202751,5203566,-,aph(3')-Ia,1-816/816,===============,0/0,100.00,100.00,ncbi,NG_047430.1,aminoglycoside O-phosphotransferase APH(3')-Ia,KANAMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,5205917,5206732,+,sul2,1-816/816,===============,0/0,100.00,100.00,ncbi,NG_051852.1,sulfonamide-resistant dihydropteroate synthase Sul2,SULFONAMIDE
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,5206769,5207596,+,aph(3'')-Ib,1-828/828,===============,0/0,100.00,99.88,ncbi,NG_056002.2,aminoglycoside O-phosphotransferase APH(3'')-Ib,STREPTOMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,5207596,5208432,+,aph(6)-Id,1-837/837,===============,0/0,100.00,100.00,ncbi,NG_047466.1,aminoglycoside O-phosphotransferase APH(6)-Id,STREPTOMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,5212673,5213329,-,qnrS1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050543.1,quinolone resistance pentapeptide repeat protein QnrS1,QUINOLONE
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,5388343,5389542,-,tet(A),1-1200/1200,===============,0/0,100.00,100.00,ncbi,NG_048154.1,tetracycline efflux MFS transporter Tet(A),TETRACYCLINE
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,5395331,5396206,+,blaCTX-M-15,1-876/876,===============,0/0,100.00,100.00,ncbi,NG_048935.1,class A extended-spectrum beta-lactamase CTX-M-15,CEPHALOSPORIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,5399801,5400616,-,aph(3')-Ia,1-816/816,===============,0/0,100.00,100.00,ncbi,NG_047430.1,aminoglycoside O-phosphotransferase APH(3')-Ia,KANAMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,5403904,5404779,+,blaCTX-M-15,1-876/876,===============,0/0,100.00,100.00,ncbi,NG_048935.1,class A extended-spectrum beta-lactamase CTX-M-15,CEPHALOSPORIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.long.medusa.fasta,Scaffold_1,5408374,5409189,-,aph(3')-Ia,1-816/816,===============,0/0,100.00,100.00,ncbi,NG_047430.1,aminoglycoside O-phosphotransferase APH(3')-Ia,KANAMYCIN
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/646_kp/scafold_medusa/kp_646.short.medusa.fasta,Scaffold_1,14136,14547,+,fosA_gen,1-412/420,===============,0/0,98.10,100.00,ncbi,NG_047884.1,FosA family fosfomycin resistance glutathione transferase,FOSFOMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.short.medusa.fasta,Scaffold_1,1994905,1995765,-,blaSHV-11,1-861/861,===============,0/0,100.00,99.88,ncbi,NG_050000.1,class A broad-spectrum beta-lactamase SHV-11,BETA-LACTAM
../assemble_fasta/646_kp/scafold_medusa/kp_646.short.medusa.fasta,Scaffold_1,3406051,3407226,+,oqxA6,1-1176/1176,===============,0/0,100.00,99.66,ncbi,NG_050424.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA6,PHENICOL;QUINOLONE
../assemble_fasta/646_kp/scafold_medusa/kp_646.short.medusa.fasta,Scaffold_1,3407250,3410402,+,oqxB26,1-3153/3153,===============,0/0,100.00,99.59,ncbi,NG_050445.1,multidrug efflux RND transporter permease subunit OqxB26,PHENICOL;QUINOLONE
../assemble_fasta/646_kp/scafold_medusa/kp_646.short.medusa.fasta,Scaffold_1,4147420,4148235,+,sul2,1-816/816,===============,0/0,100.00,100.00,ncbi,NG_051852.1,sulfonamide-resistant dihydropteroate synthase Sul2,SULFONAMIDE
../assemble_fasta/646_kp/scafold_medusa/kp_646.short.medusa.fasta,Scaffold_1,4148272,4149099,+,aph(3'')-Ib,1-828/828,===============,0/0,100.00,99.88,ncbi,NG_056002.2,aminoglycoside O-phosphotransferase APH(3'')-Ib,STREPTOMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.short.medusa.fasta,Scaffold_1,4149099,4149935,+,aph(6)-Id,1-837/837,===============,0/0,100.00,100.00,ncbi,NG_047466.1,aminoglycoside O-phosphotransferase APH(6)-Id,STREPTOMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.short.medusa.fasta,Scaffold_1,4154176,4154832,-,qnrS1,1-657/657,===============,0/0,100.00,100.00,ncbi,NG_050543.1,quinolone resistance pentapeptide repeat protein QnrS1,QUINOLONE
../assemble_fasta/646_kp/scafold_medusa/kp_646.short.medusa.fasta,Scaffold_13,2380,3255,+,blaCTX-M-15,1-876/876,===============,0/0,100.00,100.00,ncbi,NG_048935.1,class A extended-spectrum beta-lactamase CTX-M-15,CEPHALOSPORIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.short.medusa.fasta,Scaffold_3,137,952,-,aph(3')-Ia,1-816/816,===============,0/0,100.00,100.00,ncbi,NG_047430.1,aminoglycoside O-phosphotransferase APH(3')-Ia,KANAMYCIN
../assemble_fasta/646_kp/scafold_medusa/kp_646.short.medusa.fasta,Scaffold_6,1684,2883,-,tet(A),1-1200/1200,===============,0/0,100.00,100.00,ncbi,NG_048154.1,tetracycline efflux MFS transporter Tet(A),TETRACYCLINE
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_1,724414,724833,+,fosA_gen,1-420/420,===============,0/0,100.00,93.57,ncbi,NG_047881.1,FosA family fosfomycin resistance glutathione transferase,FOSFOMYCIN
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_1,2736831,2737691,-,blaOKP-B-22,1-861/861,===============,0/0,100.00,100.00,ncbi,NG_067148.1,class A broad-spectrum beta-lactamase OKP-B-22,BETA-LACTAM
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_1,4192293,4193468,+,oqxA10,1-1176/1176,===============,0/0,100.00,93.88,ncbi,NG_050418.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA10,PHENICOL;QUINOLONE
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_1,4193492,4196644,+,oqxB14,1-3153/3153,===============,0/0,100.00,97.08,ncbi,NG_050432.1,multidrug efflux RND transporter permease subunit OqxB14,PHENICOL;QUINOLONE
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_4,1796,2680,-,mph(E),1-885/885,===============,0/0,100.00,100.00,ncbi,NG_064660.1,Mph(E) family macrolide 2'-phosphotransferase,MACROLIDE
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_4,2736,4211,-,msr(E),1-1476/1476,===============,0/0,100.00,100.00,ncbi,NG_048007.1,ABC-F type ribosomal protection protein Msr(E),MACROLIDE
../assemble_fasta/686_kp/scafold_medusa/kp_686.hib.medusa.fasta,Scaffold_4,6667,7446,+,aph(3')-VIa,1-780/780,===============,0/0,100.00,98.46,ncbi,NG_047448.1,aminoglycoside O-phosphotransferase APH(3')-VIa,AMIKACIN;KANAMYCIN
